               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,              0.0161,            0.008479,           0.0090337,             0.93448,             0.87758,             0.94829,             0.84145,           0.0091459,           0.0026877,            0.027925,           0.0057826,           0.0057826,           0.0057826
                 146,            0.016176,           0.0084752,           0.0094646,             0.93437,             0.87797,             0.94847,             0.84135,           0.0091375,           0.0026875,            0.027937,           0.0057355,           0.0057355,           0.0057355
                 147,            0.016319,           0.0084711,           0.0093103,             0.93307,             0.87867,             0.94841,             0.84133,           0.0091356,           0.0026877,            0.028018,           0.0056884,           0.0056884,           0.0056884
                 148,            0.016172,           0.0084242,           0.0091674,             0.93224,             0.87885,             0.94833,             0.84101,           0.0091381,            0.002687,            0.028107,           0.0056413,           0.0056413,           0.0056413
                 149,            0.015954,           0.0083749,           0.0091004,             0.93109,             0.87892,             0.94786,              0.8407,           0.0091436,           0.0026868,            0.028253,           0.0055942,           0.0055942,           0.0055942
                 150,            0.016001,           0.0084249,           0.0091855,             0.93215,             0.87883,             0.94752,             0.84026,           0.0091293,           0.0026855,             0.02845,           0.0055471,           0.0055471,           0.0055471
                 151,            0.015984,           0.0084098,            0.009024,             0.93262,             0.87906,             0.94734,             0.84009,           0.0091231,            0.002686,            0.028547,              0.0055,              0.0055,              0.0055
                 152,            0.015845,           0.0083548,           0.0089748,             0.93063,             0.87956,             0.94741,             0.84017,           0.0091219,           0.0026864,            0.028595,           0.0054529,           0.0054529,           0.0054529
                 153,            0.016048,           0.0084629,           0.0088946,             0.92751,             0.88135,             0.94726,             0.84065,           0.0091171,           0.0026847,            0.028477,           0.0054058,           0.0054058,           0.0054058
                 154,            0.015897,             0.00831,            0.008703,             0.92795,             0.87964,             0.94716,             0.84029,           0.0091106,            0.002683,            0.028437,           0.0053587,           0.0053587,           0.0053587
                 155,            0.015753,           0.0083165,           0.0087064,             0.92731,             0.87935,             0.94742,             0.84036,            0.009106,           0.0026817,            0.028446,           0.0053116,           0.0053116,           0.0053116
                 156,            0.015849,           0.0083951,           0.0086412,              0.9319,             0.87533,             0.94735,             0.84089,           0.0091096,           0.0026788,            0.028427,           0.0052645,           0.0052645,           0.0052645
                 157,            0.015683,           0.0082907,           0.0084854,             0.93404,             0.87417,              0.9474,             0.84106,           0.0091052,           0.0026752,            0.028336,           0.0052174,           0.0052174,           0.0052174
                 158,            0.015762,           0.0082796,           0.0086098,             0.93209,             0.87408,             0.94718,             0.84126,           0.0091036,           0.0026731,            0.028353,           0.0051704,           0.0051704,           0.0051704
                 159,            0.015654,           0.0082711,           0.0083498,             0.93344,             0.87263,             0.94754,             0.84213,           0.0090999,           0.0026715,            0.028341,           0.0051234,           0.0051234,           0.0051234
                 160,            0.015565,           0.0082961,           0.0087004,             0.93166,             0.87265,             0.94757,             0.84261,           0.0091013,           0.0026696,            0.028429,           0.0050765,           0.0050765,           0.0050765
                 161,            0.015544,           0.0081972,           0.0083265,             0.93397,             0.87063,             0.94746,             0.84304,           0.0090903,           0.0026674,            0.028572,           0.0050296,           0.0050296,           0.0050296
                 162,            0.015571,           0.0082285,           0.0084197,             0.93236,             0.87214,              0.9471,             0.84314,           0.0090847,           0.0026651,            0.028731,           0.0049828,           0.0049828,           0.0049828
                 163,            0.015627,           0.0082124,           0.0084388,             0.92529,             0.87656,             0.94654,              0.8429,            0.009084,           0.0026638,            0.028904,            0.004936,            0.004936,            0.004936
                 164,            0.015367,            0.008176,           0.0080118,             0.92673,             0.87616,             0.94657,             0.84234,           0.0090891,           0.0026638,            0.028916,           0.0048893,           0.0048893,           0.0048893
                 165,            0.015322,           0.0081563,            0.008073,             0.92575,              0.8758,             0.94642,             0.84243,           0.0090988,           0.0026648,            0.028898,           0.0048426,           0.0048426,           0.0048426
                 166,            0.015456,            0.008157,           0.0082215,             0.92858,              0.8723,              0.9464,             0.84281,           0.0090971,           0.0026651,             0.02902,            0.004796,            0.004796,            0.004796
                 167,            0.015367,           0.0081184,           0.0081734,             0.92694,             0.87374,             0.94635,             0.84294,           0.0091024,           0.0026654,            0.029071,           0.0047495,           0.0047495,           0.0047495
                 168,            0.015378,           0.0081425,           0.0080421,              0.9271,             0.87448,              0.9461,             0.84243,           0.0090999,           0.0026656,            0.029015,           0.0047031,           0.0047031,           0.0047031
                 169,            0.015307,           0.0081299,           0.0079302,             0.92624,             0.87401,             0.94589,             0.84277,           0.0090931,           0.0026642,            0.028943,           0.0046568,           0.0046568,           0.0046568
                 170,            0.015373,           0.0081684,           0.0082278,             0.92492,             0.87357,             0.94584,             0.84295,           0.0090959,           0.0026638,            0.028942,           0.0046105,           0.0046105,           0.0046105
                 171,            0.015412,           0.0081194,           0.0079677,             0.93102,             0.86824,              0.9457,             0.84309,           0.0090913,           0.0026624,            0.028914,           0.0045644,           0.0045644,           0.0045644
                 172,            0.015184,           0.0081209,           0.0078366,             0.93176,             0.86793,             0.94611,             0.84349,           0.0090836,           0.0026618,            0.028875,           0.0045184,           0.0045184,           0.0045184
                 173,            0.015129,           0.0080631,           0.0076666,             0.93067,             0.86814,             0.94582,             0.84363,           0.0090881,           0.0026611,            0.028896,           0.0044724,           0.0044724,           0.0044724
                 174,            0.015173,           0.0080658,           0.0078565,             0.93578,             0.86322,             0.94576,             0.84383,           0.0090871,           0.0026599,            0.028839,           0.0044266,           0.0044266,           0.0044266
                 175,            0.015283,            0.008083,           0.0076769,             0.93106,             0.86791,             0.94584,             0.84411,           0.0090699,           0.0026563,            0.028857,           0.0043809,           0.0043809,           0.0043809
                 176,             0.01506,           0.0080004,           0.0072533,             0.93044,             0.86806,             0.94565,             0.84409,            0.009054,           0.0026535,            0.028858,           0.0043353,           0.0043353,           0.0043353
                 177,            0.015058,           0.0079824,             0.00756,             0.92801,             0.86855,             0.94524,             0.84417,           0.0090591,           0.0026534,            0.028839,           0.0042899,           0.0042899,           0.0042899
                 178,            0.015087,           0.0080194,           0.0075857,             0.93309,             0.86247,             0.94513,             0.84421,           0.0090579,           0.0026512,            0.028935,           0.0042445,           0.0042445,           0.0042445
                 179,            0.015102,           0.0080874,           0.0079321,              0.9281,             0.86441,             0.94497,             0.84465,           0.0090577,           0.0026496,            0.029039,           0.0041994,           0.0041994,           0.0041994
